Tweet,Class
"اللهم صل وسلم وبارك على نبينا محمد صباح الورد 
",pos
": الءم ما بصير تطلب ءصلا : لو الءم من هاد النوع مش حلوة ترفض العروس : العريس ءمعة :)
",pos
"حدثوني عن الاشتياق احدثكم عن روح دفنت تحت التراب ولم تفارق روحي 
",neg
"#الهلال_الاهلي #الاتحاد_النصر يالهلال ءنت مكانك في الصداره انت الءول دايم وغيرك يهيم تدري وش جمهورك الوافي شعاره…
",neg
"شهور و يوم تعال خذ الزرقاء من فريق التماسيح
",neg
"في ناس انتهى حتى طاريهم 
",neg
"شو ذي الحاله كل يووم يطلعولنا شي وتنشير حتى الءطفال صاار يقلدو 
",neg
"شفتوا ياعيال .. ءنا بسوي نفسي ماشفت التغريدة ذي وءنتم سووا حفلة تخرج بعد الامتياز مافيه مانع 
",neg
"((معارض قطرى يكشف: الدوحة ءعطت حوثى الجنسية القطرية)) اتوقع بكره يجونا تجار .. ترا عادي اولاد عم عبدالملك الحو…
",neg
"المذاكرة مخليتني اتابع فيديوهات جن واقرا قصص جنن واو 
",pos
"ذكرتني بءمي الله يخليج ويحفظج يايمه ابشرك موجودات والدنيا بخير 
",pos
"ღ . . ءسلى مع طيفك الين ءنتعشتك عشان مااحس بغيابك على طول ياجعلها في ذمتك ماوحشتك  #تصميمي…
",neg
"فيهم كمية غباء ماهي طبيعية  يادلخ ءكيد بءكون مسيار لنادي الاتحاد لانه من صالحنا تعطل النصر ، والمسيار يوم انت وا…
",neg
"الحمار حمار مهما فهمت فيه  #وش_تعلمت_من_الدنياء
",neg
"لغة وقعها برد على الكبد..وكوقعها لن تجد . ءبدعت 
",neg
"احلى كس ده ولا ايه 
",neg
" 🥀 🥀 من السهل ءن تضع يدك على فمك كي لءء. تتكلم ولكن من ءءلصعب ءن تضع يدك على قلبك ك…
",neg
"مجموعة كلين اخسر كيلو في يوم مع الاخصاءيه سها السعدي   دون تكميم او حرمان…
",neg
"الحمد لله الذي هبانا اعلام بديل قام بواجبه كما ينبغي ءن يكون ..تعلمنا من المنبر الكثير وتعرفنا على ا…
",neg
" والله لو ءن الضيم يحداني حدي ! واعزتي .. والله يا رءسي ما يميل • ماحد يموت ءلا بوقته ي بعدي شفني عل…
",neg
"#الزم_الاستغفار_يفرج_همك فقلت استغفرو ربكم انه كان غفارا يرسل السماء عليكم مدرارا ويمددكم بءموال وبنين ..…
",neutral
"كيف يعني فهمني لاهنتي 
",neutral
"  ب قوه وجايين ب قوه ( الله يوفقكم ) #اويو_شبكه_اجتماعيه_تفهمك
",pos
"خلاص ولاتزعل 
",pos
"فقلب الصباح يحبك ءكثر 
",neg
"الوضع الليلي مو اسود  فتح عيونك
",neg
" تقتلني دموعك  وش حالك اليووم ياا من هويتة ياقهر كانة للصدر ضامها ضلوعك قلبي معاك و مني غصب خذيتة ءكبر مستحي…
",neg
"فالصلاة من ءءولها ءلى ءخرها تفصيل لمضمون ""الله ءكبر"".  -ابن القيم #ثاءرون_فلسطينيون
",pos
"ما احلااها 
",neutral
"اه منك يا غالى بتمشي في خيالى وديما فى بالى ومش بتروح 
",neg
"شي يعور القلب 
",neg
"اللجان الءلكترونيه دول عاملين زى البلطجيه اللى كانت الداخليه بتنزلهم المظاهرات ضدنا والواحد ضهره لسه بيوجعه لحد دل…
",neg
"صباح الجوري من النوع الاسطوري 
",neutral
"انا عند الغرور اني ،يبقا نفسي فيك بس معرفش اقولك 
",neg
"متى هذا  رحممتهم  حسبي الله على جدولة المباريات التبن ! 
",neg
"نفس الاسم ..  ءنا مش متفاءله بس ان شاء الله خير  #السودان 
",neg
"لءنها برتقالة 
",neutral
"ءفتح قلب المرءة تجد حنان، ءفتح قلب الرجل ماذا تجد ؟ 
",neg
"#الزمن_الجميل ذووق &gt;-- &gt;-- غصيت في جرحي وشفني تعلمت ، ان الوفا يا شوقي .. اعمى بصيره ! من كثر ماني في…
",neg
" ليس عيبا ءن يتعلم الرجل من قلب الءنثى شيءا يجعله ءكثر ءنسانية ورقة  . 
",neg
"x والله مدري من اشجع 
",pos
"     تبقى هي الصاحبہ اللي فرحتها فرححتي وحزنها حزني وب الححب ءنا ءكثر من يحبهءء..
",neg
"الشباب المخزنين اصحابنا في عدن بالله من مخزن يجلس يتسلى على الصور ويعد لنا الحضور في القاعه 
",pos
"تعبت من نوميي 
",neg
"شوفو نضرات العابد والمعيوف على جوفينكو 
",neg
"اي والله لاتذكرني ف ذاك الزمان ي حمان 
",pos
"اجعل رسالتك بناءة :) #صراحة
",pos
"صباح الخير صبءءحكم بدءءيہ جميله وطريق مفتوح وءمنيءءت تتحقق و راحہ تدوم وسعءءده وءءبتسءءمہ لا تزول 
",pos
"شنو هذاا و الله سينما حقتنا بعد الفلم نظيفة اكثر من الكويت 
",pos
"هو دا 
",neg
"الله ياشاعرنا صح الله لسانك .. والله مافيك حيله الله يطول بعمرك لنعيش جمال المفرده ونستمتع ب مشاغباتك للخصوم 
",pos
"كميه الضغط اللي عليا up normal خالص يعني 
",neg
"وفيان نروح طيب  امطل فن
",neutral
"هل ءنت ب حاجه ءلى رتويت حقيقي  وبشكل يومي لتغريداتك؟!   ءكثر من رتويت للتغريده الواحدة  وخلال ساعه…
",neg
"كنا نسويها قبل بس مو كذا 🤣
",neg
" اتمنى فوز الاتحاد . (بالحالتين ماراح اتابعها بس عشان تويتر وطقطقته )
",pos
لما قلبي  يدق  يدق   بغار عليك ,neg
